filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,spectral_contrast,spectral_flatness,tonnetz,estimated_tempo,genre/label
country.00039,0.43772548,0.096355155,3760.344265876674,3053.0805276749784,7442.58832901993,0.21237475510352166,-89.7074,36.28727,11.472936,37.49894,9.201622,3.7399733,2.8408518,6.813819,1.4695846,0.09951974,1.0286558,1.1783723,-3.5622075,-2.0928082,1.7069288,-1.3699136,-4.3769155,-2.5968468,-3.5257335,-4.2281737,18.989091461528258,0.09343669,-0.0031830199140326677,123.046875,country
country.00003,0.3768944,0.20436358,2174.0338689308455,2280.8886059792026,4347.882042285459,0.1025643835864938,-57.736473,95.77022,-10.117165,40.980305,13.977518,-0.9865095,-0.18344277,7.431218,-3.6269543,9.549539,-2.9399424,2.4326687,1.9963663,-1.2855814,1.3564091,4.421023,-6.5259695,-0.034700423,-1.4140509,-3.078825,20.612995040649604,0.019753397,0.00970214586938321,161.49902344,country
country.00056,0.31923443,0.13624883,1468.6863713146208,1960.7837025230544,3212.9222385654507,0.054941088791602165,-164.76741,123.41419,4.2431927,48.782272,-5.1423326,22.835905,-7.8020177,19.29089,-11.013328,21.25494,-9.736806,5.1470737,-6.1449046,5.406201,-9.92288,3.9105885,-7.3298044,1.391601,-8.83617,-3.7360137,25.057146459419847,0.0014036266,-0.020587258501965744,129.19921875,country
country.00004,0.382781,0.20949757,2966.0860947459514,2848.1067485730414,6349.153274205447,0.12416100280572756,-20.747871,62.95393,2.3024313,30.77009,6.9713607,6.502923,6.3198905,9.867337,3.4358168,9.378466,-0.40144452,7.5213604,-0.98349375,4.0216312,-0.659697,-0.061315212,-0.16644117,0.24156076,-5.4400134,1.8273584,18.68456550587829,0.043536145,0.010078809277625287,117.45383523,country
country.00093,0.25090155,0.09258536,1537.6142011039794,1716.0813515078473,3054.864860983456,0.068123926688274,-213.56749,117.228546,-21.87037,45.65529,-10.280886,5.0587697,-11.913266,5.5664916,-17.811745,0.18703978,-14.16328,-1.1500148,-10.305499,-4.0497265,-6.637212,-5.4211583,-9.715488,-3.2046714,-4.448883,-9.154215,26.711959609695768,0.0020475667,-0.0030307722674706296,86.1328125,country
country.00073,0.3749192,0.09583953,1549.3011387768354,1824.1367560483086,3290.546769180534,0.06975279061048761,-166.98872,132.4289,-17.276459,46.927498,-3.634869,20.930779,-8.819393,8.53174,-15.142599,8.092311,-16.940878,6.639567,-10.92653,1.0901324,-6.29049,-3.6380498,-7.372459,-2.1714573,-3.8500323,-9.677371,23.76245878249698,0.002457752,0.010818379670608901,151.99908088,country
country.00006,0.42083338,0.21458648,2800.075712176965,2773.1029929178335,6003.997027984714,0.12843724300986842,-23.121367,71.35484,1.3999631,24.479937,16.348753,4.515489,-3.9773467,18.044266,-3.3529222,2.475965,2.9791765,0.83944136,-1.1439126,0.17121217,-3.3011835,0.18462698,-1.2146745,-1.5645212,-2.7536585,-2.114731,18.950595751982583,0.040737405,-0.006063942386174434,112.34714674,country
country.00048,0.31087527,0.11697194,1939.7454270402015,2482.4434368941397,4127.38337561073,0.0639731581366099,-148.9802,107.23983,11.18831,26.7037,11.410908,-3.8097138,14.028216,-5.888115,-11.047627,2.813499,-8.444209,3.1916764,-0.77027225,-12.40626,-6.287542,-3.2974737,-8.16558,-6.5840964,-3.6788538,-2.9695613,20.31226420522287,0.0115514435,-0.014735245627128832,117.45383523,country
country.00010,0.29138777,0.074703075,1861.0571941965711,2127.1160422511193,3768.5688786462365,0.07651125314434984,-197.70949,106.511345,-4.4308476,37.65131,-0.86372,-0.9580898,-3.449981,-0.051998645,-9.299808,-5.163994,-4.248115,-3.5515473,-1.3462942,-7.1141453,-1.6147002,-2.4876761,-5.0533547,0.30530828,1.0697005,-1.6612802,19.600490416556454,0.012423553,0.025094494291938003,123.046875,country
country.00018,0.37008217,0.09680497,2068.584799464558,2369.969616470769,4097.616888937935,0.09561053296729877,-131.11658,103.00219,-11.528307,17.744703,16.966625,4.4380336,1.2979677,3.4197721,-1.498061,1.618014,-7.982594,-0.8242494,-8.87635,-3.840768,-4.4850173,-8.935818,-6.3768883,-1.5082672,-5.407336,-8.041374,19.825539116745215,0.01519264,0.008953381997210203,86.1328125,country
country.00051,0.27473825,0.09031941,1552.6259416003572,1848.6054991673327,3166.755851060613,0.0592494527621904,-204.68846,121.929375,-17.742199,46.33899,-1.7986603,17.034569,-14.708068,14.67279,-19.39071,10.913313,-13.4764385,1.201496,-6.2099285,-1.6821989,-8.695933,-2.5136788,-11.334352,0.16887105,-7.2871757,-7.50444,25.234121977075386,0.001953506,0.02281440356357085,129.19921875,country
country.00096,0.32572004,0.21806888,1754.1836047196095,1862.0553191058045,3505.0121390044505,0.09739925986842106,-69.85574,124.20443,-32.461292,47.689545,1.4063563,22.617916,-8.745339,21.43808,-15.664437,15.727872,-12.43317,9.575235,-9.04875,2.891406,-3.1851335,5.834329,-5.6112547,4.1585555,0.11691256,-1.7203485,24.144730588843835,0.003312968,0.017987896858313538,117.45383523,country
country.00091,0.35326645,0.08948165,1563.3747605929323,1779.1625140927972,3233.8971117332626,0.06475622218459752,-193.77113,125.563614,-20.925617,46.35157,-2.6907282,12.833555,-6.609414,10.736226,-10.896191,6.124629,-9.437889,5.174321,-3.655663,0.3271662,-8.020235,0.39574212,-6.5291247,1.1838324,0.7192136,-5.2084026,24.33318244011236,0.0029497659,0.010030923557574895,117.45383523,country
country.00040,0.3733576,0.10901604,2450.1899459883007,2560.528371254279,5043.4278364152,0.10633306828076626,-102.88194,85.31353,-4.333601,30.579733,3.00969,-1.9541959,4.4580746,3.4346557,-4.2447853,-1.7690104,-3.975462,-1.3667578,-3.771226,-5.180279,-2.8907666,-0.26292244,-7.4150815,-4.092857,-3.4498038,-10.112635,18.824481546164236,0.03381256,0.0017142167621081673,143.5546875,country
country.00017,0.35729957,0.08874307,1469.7379755707777,1959.9177281855248,2966.6737275965074,0.06385600087074303,-171.31068,137.35399,7.9622784,28.541956,2.7095714,-0.49975464,-2.9575849,-1.1585933,-6.159679,-2.402456,-5.855422,-2.1673384,-5.343605,-2.7813482,-1.5699704,1.295154,-3.4131384,-0.89526063,2.6321604,-0.09992943,18.75553990868868,0.007309733,0.0001476552600030606,89.10290948,country
country.00044,0.36007753,0.113714896,1730.3738912076037,2248.3576217385516,3360.221347867889,0.0665200059258901,-162.71971,119.82999,-2.8934686,20.500322,27.810387,5.4784603,6.0449266,1.2117718,-3.693584,0.35378084,4.424847,-0.4111869,2.4606771,2.138422,-1.6047438,3.6372,-3.467096,-2.5583706,5.6658144,-3.6474397,21.61831338811285,0.008069592,0.008865707362495126,151.99908088,country
country.00005,0.41733986,0.20394222,2926.71850016281,2735.991304925351,6171.979345551954,0.13645079999516255,-24.686296,62.388,-7.781104,28.539444,10.94478,5.6066923,0.022293009,13.830589,3.018164,9.872789,0.82449794,5.8765655,-1.2600596,2.9979,0.9432359,2.0834625,3.0420864,3.0536883,-0.12730658,3.6282501,18.475051804426798,0.0477764,0.013773046579157934,129.19921875,country
country.00088,0.35371646,0.15269448,1622.9380058371544,1963.4604075269012,3527.4536699702494,0.06606309258900929,-121.92425,123.23469,-8.489554,51.59784,-0.08817473,20.40129,-11.87854,16.27001,-11.512602,11.84251,-8.078321,9.129487,-8.64047,5.553823,-5.718521,3.9487343,-5.4677453,4.9744353,-3.0370944,-3.3075228,23.281130818970524,0.0030741384,0.0013649161994653508,103.359375,country
country.00092,0.3704627,0.17655021,2334.815498155157,2212.43536140689,4838.854073444756,0.12121959957914087,-50.751366,96.721855,-24.332273,66.07989,-14.686652,24.39479,-21.023785,12.473417,-18.136913,13.2698,-12.80699,9.802496,-11.348257,4.9264746,-7.8498893,5.7418723,-10.305735,3.7333198,-3.2409873,0.38277066,21.70944189200373,0.013424835,0.013182736846102829,161.49902344,country
country.00049,0.32363465,0.14364281,1600.2315779968376,1826.4443577809502,3007.031816889996,0.07581624600909442,-109.96021,134.754,-24.025133,19.394,-4.4065404,-4.8092546,-7.805349,-0.40186715,-5.421154,-2.9549747,0.78565437,-4.766453,-0.1674346,-1.694849,-2.408141,-1.9599913,-6.9366174,-4.067777,-1.9480015,-5.7863107,19.232196576259902,0.009435169,0.009161162648948342,112.34714674,country
country.00079,0.31023672,0.11530332,963.0883140219521,1234.7167723243822,1752.7477347075755,0.04576843072755418,-229.12631,180.37396,4.5161986,24.172077,1.1243721,3.9773169,-5.9837837,1.8609109,-13.131092,0.0054663313,-13.491058,1.5788943,-13.422649,-5.7035723,-7.5937424,-9.816354,-3.769999,-4.8043976,-4.7141657,-2.9551768,23.603575165380434,0.0004935376,0.027392317649745226,80.74951172,country
country.00077,0.3373554,0.13147494,1513.0951744613114,1558.0878567999675,2922.548994412732,0.08784300624032508,-118.213524,152.95949,-46.515354,31.119461,-17.279741,6.2656007,-3.6612742,13.037398,-13.115893,15.695004,-13.067413,5.6975417,-10.694847,0.99847627,-6.706963,2.590558,-9.807666,0.160859,-3.4506087,-7.421595,23.24624328984384,0.0015375669,0.016224317292914466,92.28515625,country
country.00009,0.4297756,0.2366163,3191.4254405887636,2948.092200612641,6926.2747844306305,0.15687886996904024,12.194374,58.97862,0.91979694,26.749044,9.252721,3.5766575,1.5851911,8.647262,0.9693527,11.629057,-2.1579416,1.195224,0.47308108,4.40982,-0.1690093,3.103832,-1.1815611,4.545529,0.86235744,1.2684242,18.09634341963578,0.06696105,0.007002022953296871,123.046875,country
country.00028,0.3182836,0.09415151,1473.9128485960437,1885.771478373075,2925.2739779351296,0.05981898824496904,-169.1715,132.80626,-13.480652,31.18845,6.3372602,-3.7624834,-2.0531867,-3.6156814,-4.558477,1.2849473,-6.982319,-7.2540236,-1.3909131,-9.512636,-5.416464,-1.9006186,-7.1659474,-1.4287803,0.15950537,-4.110529,20.615388279879614,0.004389165,-0.012913330720917108,89.10290948,country
country.00082,0.3859354,0.16655563,2253.204762221441,2261.3793893088996,4798.895981732537,0.10609270692240712,-68.59727,101.35771,-16.910862,51.529854,-10.22903,20.054134,-21.78635,15.527958,-18.796053,16.362492,-17.895119,12.128412,-13.207306,3.8859096,-8.887083,5.023272,-9.828695,6.5371456,-4.5077767,-1.8071121,21.854011588290188,0.010723806,0.013122982493380555,117.45383523,country
country.00022,0.32136405,0.07506945,1719.1323094898564,2141.8023383025516,3447.795818317047,0.06805325440208979,-195.13902,114.28768,0.025299639,38.1928,11.28399,-6.06244,1.2244295,-0.0064752065,-15.426073,-3.572891,-6.1289244,-4.4866314,-0.11662458,-4.3864174,-9.425089,-10.718748,-6.543567,-10.048214,-7.25181,-4.015784,19.841778733819975,0.0068286136,0.00677496147141809,95.703125,country
country.00020,0.3654125,0.105235696,2408.314694070787,2531.8525090672942,5213.060144005176,0.08685812935371517,-161.21341,74.746956,22.440638,46.04627,5.278183,25.123987,-0.5892232,10.383153,-6.8433585,5.05137,-0.7777864,1.4079318,-6.0168467,-3.9926357,-4.784696,-2.8640614,-4.9995456,-3.6163924,-7.583279,-3.2399616,20.002715644631994,0.021676281,-0.01906077533950489,103.359375,country
country.00083,0.31841707,0.13108288,1435.953598684484,1729.5708080902307,2924.0573186254355,0.05955141616679566,-148.5353,141.28072,-15.880443,44.66152,0.9966133,13.658188,-13.2421,12.650367,-11.69885,12.15772,-10.477833,9.90708,-5.057319,1.3390493,-0.5610343,2.8555343,-8.097716,2.1129553,-2.484644,-4.4322453,23.69903341679461,0.0024569388,0.0019169022585110423,143.5546875,country
country.00036,0.34465998,0.022724787,1826.9249340586337,2050.3940294325857,3646.9946137891834,0.0848248839009288,-339.794,97.7788,-9.692497,51.00366,7.832216,11.756062,0.67792106,2.4812868,-4.785575,0.19382536,-5.9650507,-2.88334,-6.1570883,-1.8507316,-5.354364,-8.30954,-10.727866,-7.735629,-3.4394202,-6.959964,22.165721813070096,0.008380053,-0.022167335657395437,112.34714674,country
country.00064,0.26316714,0.08259509,1512.2312015498755,1865.9870550247606,3237.997086941273,0.060115282749613,-217.7767,128.35417,-7.492325,39.234947,-2.5279465,18.152468,-15.1496105,16.761349,-15.270254,4.8813467,-6.504579,2.8903341,-11.51174,-0.12073075,-10.628514,2.2581186,-9.165715,6.868211,6.2296047,3.374548,25.04262338362282,0.0010713175,0.0011054679774542703,135.99917763,country
country.00067,0.3211871,0.055443756,857.7891095588546,1237.7829102110609,1444.441265661281,0.03538187221845975,-328.7934,167.06006,13.047325,28.797987,11.274052,14.423053,11.707886,7.79164,-11.727758,2.3843544,-8.344597,-3.8519435,-6.724864,-5.768261,-8.25921,-4.5467315,-1.0566185,-4.606397,-2.8643365,-2.235803,22.657868077038835,0.0006567301,-0.010050377921423945,129.19921875,country
country.00063,0.33391455,0.13146907,1615.219120239563,2017.3293194129888,3661.544525807856,0.058282716355456655,-185.44705,118.444855,17.849382,48.89441,-2.1401281,21.361221,-8.997418,20.514944,-11.4188595,9.272452,-5.4649267,5.754743,-2.9677594,3.4533567,-6.071807,1.2504094,-5.968137,7.0612226,-2.1791143,4.871661,23.42427305478013,0.0023718702,-0.0006146803489959928,83.35433468,country
country.00053,0.37333304,0.13357532,2271.2505523034033,2297.18912756198,4956.6950275432955,0.10825444744098298,-84.71008,100.98128,-16.014261,51.756912,-17.075634,22.573013,-20.292551,18.91195,-19.487667,15.323629,-17.738478,8.579046,-14.997243,6.4354305,-10.273091,3.2870247,-9.546093,4.0501175,-5.5924945,-0.7057314,21.614814949995218,0.009960922,0.007917509266339075,89.10290948,country
country.00012,0.29650375,0.12694478,1667.818317832013,2053.119116776904,3440.595861854199,0.06406763980263158,-140.99734,123.89676,-2.497778,27.979488,0.012475737,1.2144785,-11.0220375,-1.3715369,-7.0123377,-6.1065483,-5.1921415,-2.1690207,-4.600427,-2.3329775,-1.1766284,-3.9648762,-4.2370105,-7.8195286,-1.6742476,-1.0856876,19.319842303869994,0.011797675,0.022070021561077346,89.10290948,country
country.00029,0.3098654,0.117109485,1213.9945817343546,1555.3311955327717,2274.0195826480262,0.054208666916602165,-171.26021,160.5008,-17.803066,30.516235,7.5168056,-8.25495,-5.6697464,0.13548005,-8.833364,-2.6528463,0.7045866,-3.783462,-6.4993687,3.7877493,-5.4283695,-3.0746133,-6.2517076,-1.9394574,-0.8379633,-1.4350076,19.339686678326135,0.0027468437,-0.007080991522671466,89.10290948,country
country.00019,0.31569624,0.082136124,1138.6322529749489,1462.0028026707178,2117.4205295810757,0.050959631385448914,-256.04053,163.10303,-22.87617,26.928535,15.298126,-3.501939,4.223451,-0.7874969,-9.456696,1.7636284,-4.418105,-3.635232,-4.247663,-8.107962,-2.375921,-5.146824,-11.163849,-2.4149075,-0.5427599,-4.7823286,20.39096569312228,0.0013727756,0.020118689014668758,123.046875,country
country.00080,0.38753393,0.15331437,2049.759446337362,2188.191879342102,4435.639844959365,0.08940724470297988,-100.93162,111.61461,-13.152256,44.608173,-5.9632473,29.34346,-7.9634733,19.591784,-22.453604,17.274103,-17.83426,11.411736,-12.455424,1.6525947,-8.5292225,2.7226453,-7.304246,4.8753796,-1.2123406,-1.2970006,22.628594426723915,0.006544451,-0.006534537414999649,99.38401442,country
country.00008,0.35537472,0.27432245,2505.93306934587,2573.3741432487495,5478.441872611504,0.10473972946497678,-19.693968,76.6804,-4.850459,32.24992,7.665464,17.226376,-1.4676877,9.143712,2.7169805,9.115654,-2.695095,7.510435,0.3382372,4.932066,2.7990122,1.8910868,2.4568737,6.403833,-3.333978,6.3205056,20.42875849587462,0.020576652,0.019446174913414417,129.19921875,country
country.00062,0.3905153,0.13019998,2166.904720091283,2277.6589051936517,4794.562674602119,0.10237579818111456,-94.06794,109.17403,-11.850891,41.57427,-19.475473,23.837769,-19.938168,20.377117,-17.286318,16.587242,-10.201912,9.394012,-10.05368,7.8092747,-15.093608,3.2781239,-10.468109,7.546442,-5.5522966,2.2343535,21.82260480446631,0.008691438,-0.010506701713506685,89.10290948,country
country.00043,0.40325153,0.09501278,2530.747250154465,2491.4510235029375,5071.602666045859,0.1343000193498452,-101.16976,85.43632,-19.69251,20.589163,9.972669,7.591614,0.10585801,3.4074824,0.047248024,1.5782098,-1.4486957,-1.2812954,2.1469483,-4.7925725,-0.31864694,-0.4319844,-4.8879642,-2.9948368,1.0843202,-1.454359,18.304169218534426,0.045645956,-0.006681881702396813,135.99917763,country
country.00045,0.34552777,0.14665657,2776.9730830797675,2647.5577593725925,5621.4910076129545,0.13296442651896284,-61.230698,71.25611,-17.04131,17.131159,5.066625,-4.20491,-1.6708432,1.1691947,-0.8582047,4.970624,-1.6994486,4.8420486,-0.16582029,-2.078588,-0.26474845,-5.307027,0.24063732,-0.099359,-3.9395022,-0.92509466,18.853415362198007,0.051879834,0.009071232078151706,151.99908088,country
country.00059,0.2843391,0.14549275,1535.3958056080317,2011.6083377638138,3510.370439936871,0.052538986914667185,-185.08914,120.505356,29.733082,56.393135,-3.0351272,22.21472,-10.337048,20.048458,-13.6855135,9.169468,-6.422213,3.291617,-8.7403145,5.012995,-9.222241,3.7779756,-10.20314,5.9096355,-4.4275885,1.5788546,24.855841407751672,0.0018631227,0.021664398828326978,135.99917763,country
country.00013,0.36809263,0.08004571,2812.3460731373007,2842.0528979361193,6062.663339904218,0.12956497617550308,-126.16003,77.63675,3.1653137,19.953508,10.83479,0.7278419,5.2160325,-0.4991004,-1.0022677,5.391963,-3.7306888,-3.5006063,-5.3320546,0.2888266,-2.0096767,0.8336692,0.32645592,-1.1202763,-4.394539,-2.6106482,18.690745226955993,0.04334557,-0.003686503919405176,129.19921875,country
country.00041,0.3978065,0.113248326,2633.92246137545,2898.5672679586537,5807.381550224942,0.09585618529895511,-111.674545,82.255516,13.06913,31.940668,23.693863,-0.52606577,12.029276,3.654295,-5.741986,3.3330154,1.422775,0.7765933,0.56315917,-1.1371084,-1.7519231,0.5577799,-2.3199103,-4.607291,-0.6202214,-4.949401,18.550228877586285,0.035150755,0.009462255884445303,129.19921875,country
country.00069,0.3522701,0.087164536,1327.831388173283,1632.9745058466074,2756.025001360536,0.06108731012964396,-217.14195,136.15926,-10.350751,51.383587,2.6162825,15.124401,-0.66606647,12.288026,-6.228009,7.7927327,-5.4152484,3.6237192,-2.8092709,-0.3514824,-0.55341804,0.37017334,-2.2487483,-2.4954138,4.1885934,0.34244362,24.37293918090227,0.0008334263,-0.015686671028782913,112.34714674,country
country.00072,0.34506255,0.15665153,1711.1750906057375,1873.5079064164372,3556.561827290538,0.08227350099167957,-96.26156,131.92696,-26.330042,35.99043,-22.813412,14.497501,-11.841374,11.805293,-21.222456,11.537067,-12.927122,7.1821895,-13.94322,2.9529529,-5.0272117,1.5335867,-4.3912067,2.5423868,-5.369874,-5.968141,22.34324378633962,0.0033296335,-0.012352541898063396,151.99908088,country
country.00095,0.32871047,0.17538296,1555.9459692978273,1761.6102453505757,3218.172206819611,0.0672293742743808,-124.81066,127.37868,-23.377619,47.362595,0.5676012,15.990087,-9.954062,16.179152,-16.727514,6.7837725,-8.187508,3.202978,-1.5916313,-2.1524642,-3.521563,2.209645,-1.4071585,-1.691463,-1.0271754,-2.6280844,24.258266818683616,0.0026241043,-0.0022213874571665997,89.10290948,country
country.00090,0.37118804,0.14741133,1927.3675705051005,1972.027627355569,3883.251518509336,0.0990303913506192,-91.66023,115.86564,-30.207294,52.282845,-5.029394,16.959686,-15.665267,13.541306,-12.769927,15.972103,-11.97041,11.064907,-9.962525,2.096218,-7.830179,5.0335464,-7.3048234,3.0479867,-4.4416423,-2.2307613,22.900689648723098,0.005879964,0.009317794592745253,135.99917763,country
country.00061,0.31442347,0.10720948,1397.8638652030586,1896.2299168979375,3101.231247278928,0.048586629861648606,-186.37599,135.86496,5.940289,45.851143,-5.7592483,22.770424,-13.006104,17.121725,-13.754493,9.733424,-8.36516,6.6502786,-9.089779,5.434661,-6.8554416,1.5539215,-8.565646,5.4486876,-4.3591747,-4.7052374,24.312559631106986,0.0021060775,-0.008779460054187454,123.046875,country
country.00015,0.37955964,0.10479077,1959.271915500569,2146.9450028597444,4208.866216228474,0.09426624782314241,-116.15867,111.74097,-5.2518234,34.00257,-12.462258,4.253869,-14.42657,8.5001,-8.200857,-1.3440039,-12.561857,-5.006178,-2.1482549,-1.8360676,-8.271448,-3.0164757,-5.469374,-2.9413905,-2.6366613,-3.376647,18.747367752010156,0.016920751,0.00822154203727415,151.99908088,country
country.00085,0.3379349,0.13548025,1596.1835933523566,1853.273053517131,3291.438430455447,0.06926526521381579,-146.01797,124.64347,-17.917162,49.2284,-0.17518422,22.791275,-7.1742105,16.741682,-9.728215,15.440063,-7.620412,10.917322,-3.4460468,5.4208846,-4.938009,5.116791,-8.052086,2.6385624,-1.8480432,-3.4145176,24.83458535777253,0.00208661,0.00021373198435080973,143.5546875,country
country.00042,0.39158404,0.11773528,2386.7719611362613,2715.987266198682,5389.467410627903,0.08702592879256967,-101.26523,84.13319,7.751435,30.388508,13.860925,11.640004,-0.10602132,-4.936936,-2.3717315,-1.9761213,-8.188159,2.8274074,0.5484848,-6.7911077,-4.301821,-4.566521,-9.840854,-5.686798,-10.405967,-7.5133905,19.41245794561559,0.02686177,0.002982499560511811,103.359375,country
country.00034,0.3591639,0.07826147,2614.1995155836144,2655.9202471128096,5435.2588004003,0.11928688261900154,-153.84454,83.67539,-8.422263,13.969936,13.551825,3.7722607,3.006106,6.34815,2.0656238,2.0712001,3.1916292,-0.47477043,-3.0241892,-4.535833,-5.045158,-4.9227395,-6.1358957,-1.6694678,0.46061805,-1.5531814,19.2139536012134,0.04625071,-0.00483413890376497,135.99917763,country
country.00075,0.3718123,0.17979024,2187.471351071909,2242.2443572348216,4841.754055908959,0.11375403625677244,-60.820156,105.46372,-16.897953,40.691883,-15.03714,36.038486,-12.809226,17.477688,-16.751396,11.748793,-10.124678,13.190664,-12.202097,2.3533998,-12.198769,6.4396944,-1.7832855,6.3326716,-1.3322451,-2.7945735,23.397224083247938,0.005847448,0.00248376661812649,95.703125,country
country.00057,0.31504223,0.13014153,1741.6630788650357,1985.5970239565768,3790.6937448601975,0.07543756349167957,-137.85258,121.54115,-13.267558,43.32045,-10.713763,17.860346,-7.939252,9.093212,-19.790485,9.440786,-19.602814,6.913175,-12.541883,-0.7516003,-9.145262,1.455549,-8.299371,-3.752012,-6.8723316,-0.47975126,24.669736599074348,0.0036774324,-0.0047126701581802575,135.99917763,country
country.00011,0.30090448,0.07850374,2838.2297667975245,2798.4337831885277,6046.688436502273,0.11010515431501548,-199.07343,61.17729,9.969532,23.463688,10.279333,0.032097597,8.018277,1.1342125,-4.883883,9.500578,-6.3510456,3.85651,1.6242701,-1.3476766,2.601787,-3.57348,1.9758195,2.539131,1.0491804,-0.97019786,21.392916792747517,0.027878221,-0.007878749158244491,112.34714674,country
country.00098,0.27066207,0.17619032,1425.1728858729618,1690.8097779866396,2980.456977584414,0.0617449025251548,-139.61552,128.803,-20.245193,49.437332,-2.1556165,16.972548,-8.338715,9.807359,-20.13694,2.4940133,-11.243209,3.7686899,-6.4144797,-3.3513293,-2.9051044,1.976951,-4.181488,1.3901699,2.4320762,-3.6199164,25.42585149767154,0.0014106046,0.024154843254467605,117.45383523,country
